2.000000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00
1.999972492881074970e+01;3.587589461221162013e-02;9.856821034978519025e-02
1.999889972280942274e+01;7.175080238192360627e-02;1.971337093720860467e-01
1.999752440469504933e+01;1.076237364937815411e-01;2.956937858139991882e-01
1.999559901229867620e+01;1.434937101867205522e-01;3.942457285717805293e-01
1.999312359858229726e+01;1.793597367811085308e-01;4.927868267654204049e-01
1.999009823163741117e+01;2.152208297058865738e-01;5.913143698132120596e-01
1.998652299468314553e+01;2.510760025257067207e-01;6.898256475063110349e-01
1.998239798606397599e+01;2.869242689680662206e-01;7.883179500832866449e-01
1.997772331924699785e+01;3.227646429504368308e-01;8.867885683046587975e-01
1.997249912281882800e+01;3.585961386073889812e-01;9.852347935274212709e-01
1.996672554048205939e+01;3.944177703177105254e-01;1.083653917779549225e+00
1.996040273105131035e+01;4.302285527315178881e-01;1.182043233834487728e+00
1.995353086844885127e+01;4.660275007973603278e-01;1.280400035285618632e+00
1.994611014169982255e+01;5.018136297893162068e-01;1.378721616620707691e+00
1.993814075492703353e+01;5.375859553340791575e-01;1.477005273296323917e+00
1.992962292734536334e+01;5.733434934380364778e-01;1.575248301812234741e+00
1.992055689325570000e+01;6.090852605143350917e-01;1.673447999785771856e+00
1.991094290203852424e+01;6.448102734099372402e-01;1.771601666026163979e+00
1.990078121814703849e+01;6.805175494326647367e-01;1.869706600608841418e+00
1.989007212109988387e+01;7.162061063782294568e-01;1.967760104949700883e+00
1.987881590547347344e+01;7.518749625572515027e-01;2.065759481879338555e+00
1.986701288089386352e+01;7.875231368222618267e-01;2.163702035717237848e+00
1.985466337202825926e+01;8.231496485946914188e-01;2.261585072345922320e+00
1.984176771857606525e+01;8.587535178918443979e-01;2.359405899285063501e+00
1.982832627525955616e+01;8.943337653538532273e-01;2.457161825765540542e+00
1.981433941181411384e+01;9.298894122706201637e-01;2.554850162803459224e+00
1.979980751297805242e+01;9.654194806087365022e-01;2.652468223274113246e+00
1.978473097848204532e+01;1.000922993038387832e+00;2.750013321985907311e+00
1.976911022303811549e+01;1.036398972960234754e+00;2.847482775754206941e+00
1.975294567632823828e+01;1.071846444532278841e+00;2.944873903475157650e+00
1.973623778299252862e+01;1.107264432696703826e+00;3.042184026199426850e+00
1.971898700261699489e+01;1.142651963206697818e+00;3.139410467205896449e+00
1.970119380972089829e+01;1.178008062653249866e+00;3.236550552075290632e+00
1.968285869374371799e+01;1.213331758491928092e+00;3.333601608763741897e+00
1.966398215903166857e+01;1.248622079069630075e+00;3.430560967676293149e+00
1.964456472482383020e+01;1.283878053651311024e+00;3.527425961740327853e+00
1.962460692523788452e+01;1.319098712446685084e+00;3.624193926478933570e+00
1.960410930925538864e+01;1.354283086636902222e+00;3.720862200084197102e+00
1.958307244070670805e+01;1.389430208401197353e+00;3.817428123490420599e+00
1.956149689825548776e+01;1.424539110943512155e+00;3.913889040447262602e+00
1.953938327538273967e+01;1.459608828519089352e+00;4.010242297592812477e+00
1.951673218037051427e+01;1.494638396461036134e+00;4.106485244526562717e+00
1.949354423628517807e+01;1.529626851206862481e+00;4.202615233882330159e+00
1.946982008096027172e+01;1.564573230324981745e+00;4.298629621401063972e+00
1.944556036697894896e+01;1.599476572541187913e+00;4.394525766003587464e+00
1.942076576165605317e+01;1.634335917765095125e+00;4.490301029863245752e+00
1.939543694701973919e+01;1.669150307116549659e+00;4.585952778478468161e+00
1.936957461979272210e+01;1.703918782952003053e+00;4.681478380745230261e+00
1.934317949137311743e+01;1.738640388890855260e+00;4.776875209029427971e+00
1.931625228781485504e+01;1.773314169841762267e+00;4.872140639239161075e+00
1.928879374980773065e+01;1.807939172028909081e+00;4.967272050896914592e+00
